x,y,vx,vy
2.542742462291235,-0.004365460359246726,-0.34802457879500415,0.0005807422081342893
2.4843225059062934,-0.00407612097051143,-0.37934739443492127,0.0008874586970580525
2.4220449997545925,-0.0031203616827135613,-0.4116181470552233,0.002036842243682466
2.3648204294037685,-0.003610643991923895,-0.43311468546660037,0.001108117523298282
2.309919169752647,-0.0031351449242539202,-0.448670730255043,0.0015976079860749934
2.2447341843807997,-0.0021156369907060083,-0.4759360415646916,0.0027513324870052417
2.1956079840392735,-0.002805261807962028,-0.47802351205473,0.0014372851127873484
2.146681908133692,-0.0031612251012806424,-0.47951855776839747,0.0007724762939138132
2.0965959822136875,-0.0027864177739693693,-0.4823306051579153,0.0011645683600726897
2.0460943906664832,-0.0036045397694630076,-0.4853406460829527,-7.549425821963887e-05
1.9968866101319491,-0.006694924305374667,-0.4862378282286507,-0.004180881278448955
1.9494537826382328,-0.006620201633590394,-0.4846492615830686,-0.0035235410913629205
1.8978315266998669,-0.012551982906805027,-0.48886284965193927,-0.010969518980075463
1.8490058060912389,-0.019740365726840917,-0.4887820271455438,-0.019098470438787454
1.7989360820114373,-0.024565384718725686,-0.4903716903929512,-0.02298773490418563
1.7495924988745315,-0.02878338333831315,-0.49078036919582063,-0.02554749515784599
1.704717851697134,-0.03338458316983399,-0.4851755655744456,-0.02827623382927879
1.6578103913076914,-0.03803313656332482,-0.48304764929468813,-0.030682789841758658
1.6076918592796106,-0.04588599167653454,-0.48543994536371904,-0.03699348026845568
1.5580788585087018,-0.05303793292238109,-0.4868640704258035,-0.04159300866549324
1.5082963716802853,-0.06258205885256365,-0.4883302512357411,-0.04879606748948623
1.4610713014387575,-0.07395281328642155,-0.48617728140670485,-0.05748738419088623
1.4187938602776387,-0.08862525260014083,-0.4776921202450731,-0.06942990989884629
1.3794824889712527,-0.10596837235295334,-0.46648131594165093,-0.0832152024075795
1.3355710106311263,-0.1268449179407397,-0.4628328303675126,-0.09995346794925032
1.2940387940913152,-0.1499189064764063,-0.45648444558692036,-0.11742917582057091
1.2559217205439044,-0.17295445722180156,-0.4464168823136093,-0.13252460781082878
1.220961107222178,-0.20271695550905725,-0.43359218560145646,-0.1543957559735418
1.1854658946364829,-0.22988939205776981,-0.423110313399209,-0.17003439478669097
1.1577433489226552,-0.2575386423833078,-0.4037853641685359,-0.18413659561877183
1.128892981737389,-0.2927555635310652,-0.3885342603955119,-0.20636634268644544
1.0991031182760502,-0.33089944945594285,-0.3764279411772735,-0.2297510079718031
1.067136151281028,-0.365221798109183,-0.3688207944674774,-0.24495939563536653
1.0407818876367712,-0.4026828476857802,-0.35482675309747946,-0.2621931969568534
1.0137600776083833,-0.4412026550093224,-0.34351518916498675,-0.27863805780458095
0.9966336802970919,-0.48697080261277975,-0.320644323558548,-0.30241076635148406
0.9832998692097098,-0.5337685418906714,-0.29582558905661466,-0.3243489289184656
0.967257190672672,-0.5794055370237399,-0.27787873497956855,-0.3418480645077659
0.9583236134061862,-0.631611585572968,-0.25285618904136264,-0.36576501970651487
0.9434854969960357,-0.6759675660487051,-0.23885221072142285,-0.37619274139295356
0.9332751977635267,-0.7275071257648482,-0.22062552814245523,-0.39474645815954135
0.9260427459642339,-0.7739703646707684,-0.20090399820832278,-0.4040401067788104
0.9167475470259635,-0.8224911557620754,-0.18655476481526886,-0.4148291210657568
0.9120914502435159,-0.8727577792318435,-0.1679395493827007,-0.4265089728047648
0.9133093762111528,-0.924501025819481,-0.1439735462013579,-0.4386069471118145
0.9141676823874508,-0.973204073154153,-0.12366221752026245,-0.4450540369519657
0.9199276916206658,-1.0250105972762231,-0.09951708294611802,-0.454779530100124
0.9280702058662336,-1.0755301708034628,-0.07540631866578675,-0.4614975487169408
